shipping_id,order_id,shipping_provider,delivery_status,Shipping_date,return_date
03362,03362,DHL,Returned,,2024-10-20
03363,03363,Purolator,out-for-delivery,2024-02-21,
03364,03364,FedEx,Delivered,2024-09-02,
03365,03365,FedEx,Delivered,2024-05-13,
03366,03366,UPS,Delivered,2024-07-15,
03367,03367,DHL,Returned,,2024-08-10
03368,03368,USPS,Delivered,2024-06-23,
03369,03369,Canada Post,Delivered,2024-09-07,
03370,03370,UPS,in-transit,2024-05-25,
03371,03371,Purolator,in-transit,2024-02-10,
03372,03372,USPS,out-for-delivery,2024-01-27,
03373,03373,USPS,Delivered,2024-03-05,
03374,03374,Purolator,out-for-delivery,2024-02-15,
03375,03375,USPS,Delivered,2024-09-13,
03376,03376,UPS,Delivered,2024-07-03,
03377,03377,FedEx,in-transit,2024-01-20,
03378,03378,FedEx,out-for-delivery,2024-04-04,
03379,03379,FedEx,Delivered,2024-07-24,
03380,03380,UPS,Delivered,2024-10-31,
03381,03381,Purolator,Delivered,2024-12-18,
03382,03382,DHL,Returned,,2024-05-25
03383,03383,USPS,out-for-delivery,2024-03-03,
03384,03384,FedEx,in-transit,2024-04-27,
03385,03385,FedEx,in-transit,2024-05-19,
03386,03386,DHL,in-transit,2024-06-28,
03387,03387,UPS,in-transit,2024-08-18,
03388,03388,FedEx,out-for-delivery,2024-10-05,
03389,03389,Purolator,out-for-delivery,2024-02-18,
03390,03390,USPS,out-for-delivery,2024-04-20,
03391,03391,FedEx,out-for-delivery,2024-07-15,
03392,03392,DHL,out-for-delivery,2025-01-09,
03393,03393,USPS,out-for-delivery,2024-05-17,
03394,03394,DHL,in-transit,2024-06-04,
03395,03395,Purolator,out-for-delivery,2024-05-10,
03396,03396,UPS,Delivered,2024-01-21,
03397,03397,DHL,in-transit,2025-01-13,
03398,03398,USPS,Delivered,2025-01-11,
03399,03399,Purolator,in-transit,2025-01-02,
03400,03400,Purolator,Returned,,2024-02-10
03401,03401,DHL,out-for-delivery,2024-12-12,
03402,03402,FedEx,Delivered,2024-11-04,
03403,03403,DHL,out-for-delivery,2024-12-18,
03404,03404,DHL,out-for-delivery,2024-07-14,
03405,03405,USPS,out-for-delivery,2024-12-28,
03406,03406,Canada Post,in-transit,2024-07-13,
03407,03407,DHL,in-transit,2024-12-07,
03408,03408,Canada Post,Delivered,2024-02-25,
03409,03409,UPS,Delivered,2024-03-18,
03410,03410,Purolator,in-transit,2024-01-07,
03411,03411,DHL,Delivered,2024-02-16,
03412,03412,FedEx,Delivered,2024-07-25,
03413,03413,USPS,Delivered,2024-11-04,
03414,03414,USPS,Delivered,2024-10-06,
03415,03415,USPS,Delivered,2024-07-15,
03416,03416,UPS,Returned,,2024-12-12
03417,03417,USPS,Delivered,2024-09-25,
03418,03418,DHL,Delivered,2024-04-27,
03419,03419,DHL,Delivered,2024-05-14,
03420,03420,FedEx,Delivered,2024-02-20,
03421,03421,Purolator,out-for-delivery,2024-06-04,
03422,03422,DHL,out-for-delivery,2024-06-18,
03423,03423,Purolator,in-transit,2024-05-24,
03424,03424,Purolator,Delivered,2024-09-28,
03425,03425,USPS,Delivered,2024-09-30,
03426,03426,UPS,in-transit,2024-02-13,
03427,03427,UPS,Delivered,2024-11-26,
03428,03428,Purolator,out-for-delivery,2025-01-06,
03429,03429,FedEx,out-for-delivery,2024-07-15,
03430,03430,FedEx,out-for-delivery,2024-10-30,
03431,03431,FedEx,out-for-delivery,2024-05-05,
03432,03432,DHL,Delivered,2024-04-23,
03433,03433,UPS,Delivered,2024-04-19,
03434,03434,DHL,Delivered,2024-05-10,
03435,03435,Purolator,Delivered,2024-11-07,
03436,03436,Canada Post,out-for-delivery,2024-09-03,
03437,03437,DHL,in-transit,2024-12-21,
03438,03438,UPS,in-transit,2025-01-08,
03439,03439,USPS,Delivered,2024-11-16,
03440,03440,Canada Post,Delivered,2024-06-08,
03441,03441,Purolator,Delivered,2024-08-09,
03442,03442,Canada Post,Delivered,2024-05-28,
03443,03443,Purolator,Delivered,2024-02-27,
03444,03444,FedEx,in-transit,2024-01-26,
03445,03445,DHL,in-transit,2024-01-14,
03446,03446,FedEx,out-for-delivery,2024-11-25,
03447,03447,DHL,Delivered,2024-10-03,
03448,03448,DHL,out-for-delivery,2024-01-23,
03449,03449,DHL,in-transit,2024-05-01,
03450,03450,DHL,out-for-delivery,2024-04-08,
03451,03451,Purolator,out-for-delivery,2024-03-12,
03452,03452,Purolator,Delivered,2024-02-26,
03453,03453,Canada Post,Delivered,2024-01-23,
03454,03454,USPS,in-transit,2024-12-29,
03455,03455,USPS,Delivered,2024-07-20,
03456,03456,DHL,out-for-delivery,2024-02-13,
03457,03457,UPS,Delivered,2024-02-23,
03458,03458,FedEx,in-transit,2024-09-30,
03459,03459,USPS,Returned,,2024-04-13
03460,03460,USPS,in-transit,2024-03-07,
03461,03461,USPS,Delivered,2024-04-03,
03462,03462,UPS,out-for-delivery,2024-04-03,
03463,03463,Purolator,Delivered,2024-06-02,
03464,03464,DHL,Delivered,2024-06-24,
03465,03465,DHL,in-transit,2024-07-26,
03466,03466,Canada Post,Returned,,2024-07-13
03467,03467,UPS,Delivered,2024-06-21,
03468,03468,UPS,Delivered,2025-01-05,
03469,03469,UPS,Delivered,2024-12-27,
03470,03470,USPS,Delivered,2024-11-19,
03471,03471,USPS,Delivered,2024-05-28,
03472,03472,USPS,out-for-delivery,2024-02-24,
03473,03473,USPS,in-transit,2024-02-15,
03474,03474,DHL,Delivered,2024-02-16,
03475,03475,USPS,out-for-delivery,2024-04-01,
03476,03476,Purolator,out-for-delivery,2024-06-03,
03477,03477,Purolator,Delivered,2024-01-23,
03478,03478,Purolator,Delivered,2024-10-21,
03479,03479,USPS,in-transit,2024-08-01,
03480,03480,FedEx,out-for-delivery,2024-10-10,
03481,03481,Canada Post,out-for-delivery,2024-03-02,
03482,03482,Canada Post,Returned,,2024-10-04
03483,03483,DHL,Delivered,2024-08-12,
03484,03484,Canada Post,Delivered,2024-11-08,
03485,03485,Purolator,out-for-delivery,2024-06-12,
03486,03486,Purolator,out-for-delivery,2024-10-08,
03487,03487,USPS,Delivered,2024-05-26,
03488,03488,USPS,Delivered,2024-02-29,
03489,03489,Purolator,out-for-delivery,2024-09-06,
03490,03490,FedEx,Delivered,2024-05-18,
03491,03491,Purolator,out-for-delivery,2024-01-10,
03492,03492,DHL,Delivered,2024-04-09,
03493,03493,USPS,Delivered,2024-05-12,
03494,03494,DHL,out-for-delivery,2024-03-03,
03495,03495,UPS,Delivered,2024-04-03,
03496,03496,Canada Post,Delivered,2024-12-04,
03497,03497,UPS,Delivered,2024-12-10,
03498,03498,UPS,Delivered,2024-09-20,
03499,03499,FedEx,out-for-delivery,2024-04-21,
03500,03500,FedEx,Delivered,2024-10-08,
03501,03501,DHL,in-transit,2024-06-29,
03502,03502,Canada Post,Delivered,2024-11-19,
03503,03503,Purolator,out-for-delivery,2024-07-25,
03504,03504,Canada Post,Delivered,2024-07-24,
03505,03505,DHL,out-for-delivery,2024-07-01,
03506,03506,DHL,Delivered,2024-07-27,
03507,03507,UPS,out-for-delivery,2025-01-09,
03508,03508,DHL,out-for-delivery,2024-12-29,
03509,03509,FedEx,Delivered,2024-08-27,
03510,03510,UPS,Delivered,2024-08-05,
03511,03511,Canada Post,in-transit,2024-09-05,
03512,03512,FedEx,out-for-delivery,2024-11-19,
03513,03513,UPS,out-for-delivery,2024-07-24,
03514,03514,FedEx,in-transit,2024-06-08,
03515,03515,DHL,Delivered,2024-11-07,
03516,03516,Canada Post,out-for-delivery,2024-11-27,
03517,03517,USPS,Delivered,2024-07-25,
03518,03518,FedEx,Delivered,2024-04-18,
03519,03519,USPS,in-transit,2024-08-09,
03520,03520,DHL,in-transit,2024-05-21,
03521,03521,UPS,Delivered,2024-03-19,
03522,03522,FedEx,Delivered,2024-12-28,
03523,03523,Purolator,out-for-delivery,2024-12-23,
03524,03524,Canada Post,in-transit,2024-07-10,
03525,03525,UPS,out-for-delivery,2024-07-17,
03526,03526,DHL,in-transit,2024-06-03,
03527,03527,DHL,Delivered,2025-01-16,
03528,03528,Canada Post,Delivered,2024-10-01,
03529,03529,Canada Post,out-for-delivery,2025-01-11,
03530,03530,Purolator,Delivered,2024-10-02,
03531,03531,USPS,out-for-delivery,2024-06-30,
03532,03532,UPS,Delivered,2024-11-09,
03533,03533,USPS,in-transit,2024-08-11,
03534,03534,FedEx,Delivered,2024-05-22,
03535,03535,DHL,out-for-delivery,2024-10-12,
03536,03536,FedEx,out-for-delivery,2024-10-06,
03537,03537,Canada Post,Delivered,2024-11-17,
03538,03538,USPS,out-for-delivery,2024-03-08,
03539,03539,USPS,in-transit,2024-12-06,
03540,03540,Canada Post,in-transit,2024-09-10,
03541,03541,USPS,Delivered,2024-10-25,
03542,03542,DHL,out-for-delivery,2024-03-23,
03543,03543,FedEx,Delivered,2024-10-26,
03544,03544,FedEx,Delivered,2024-01-21,
03545,03545,USPS,Delivered,2024-02-28,
03546,03546,DHL,Delivered,2025-01-05,
03547,03547,Canada Post,in-transit,2024-06-28,
03548,03548,USPS,Returned,,2024-10-08
03549,03549,UPS,in-transit,2024-09-24,
03550,03550,UPS,in-transit,2024-11-02,
03551,03551,USPS,out-for-delivery,2024-01-20,
03552,03552,Purolator,Delivered,2024-10-25,
03553,03553,Purolator,Delivered,2024-05-21,
03554,03554,DHL,Delivered,2024-11-14,
03555,03555,Canada Post,Delivered,2024-01-20,
03556,03556,DHL,in-transit,2024-10-18,
03557,03557,UPS,in-transit,2024-08-17,
03558,03558,UPS,out-for-delivery,2024-06-28,
03559,03559,USPS,out-for-delivery,2024-11-17,
03560,03560,Purolator,Delivered,2024-02-21,
03561,03561,FedEx,in-transit,2024-07-14,
03562,03562,DHL,in-transit,2024-05-14,
03563,03563,FedEx,Delivered,2024-09-14,
03564,03564,UPS,out-for-delivery,2024-11-24,
03565,03565,USPS,Delivered,2025-01-01,
03566,03566,UPS,in-transit,2024-07-30,
03567,03567,USPS,out-for-delivery,2024-03-05,
03568,03568,FedEx,out-for-delivery,2025-01-02,
03569,03569,DHL,Delivered,2024-03-21,
03570,03570,UPS,out-for-delivery,2024-10-12,
03571,03571,Purolator,in-transit,2024-08-21,
03572,03572,USPS,Delivered,2024-02-28,
03573,03573,USPS,out-for-delivery,2024-11-18,
03574,03574,Canada Post,Delivered,2025-01-19,
03575,03575,FedEx,out-for-delivery,2024-12-26,
03576,03576,DHL,Delivered,2024-04-04,
03577,03577,Purolator,in-transit,2024-10-26,
03578,03578,USPS,in-transit,2024-07-29,
03579,03579,USPS,in-transit,2024-04-05,
03580,03580,Purolator,in-transit,2024-04-22,
03581,03581,Purolator,in-transit,2025-01-15,
03582,03582,DHL,Delivered,2025-01-24,
03583,03583,DHL,Delivered,2024-03-10,
03584,03584,Canada Post,in-transit,2024-12-31,
03585,03585,USPS,Returned,,2024-12-12
03586,03586,FedEx,out-for-delivery,2024-07-06,
03587,03587,Purolator,in-transit,2024-08-02,
03588,03588,Canada Post,out-for-delivery,2024-01-04,
03589,03589,UPS,in-transit,2024-09-01,
03590,03590,FedEx,Delivered,2024-12-26,
03591,03591,DHL,Delivered,2024-12-13,
03592,03592,Canada Post,Delivered,2024-01-31,
03593,03593,Purolator,Delivered,2025-01-08,
03594,03594,FedEx,Delivered,2024-01-06,
03595,03595,DHL,in-transit,2024-07-30,
03596,03596,UPS,Returned,,2024-07-07
03597,03597,Canada Post,Delivered,2024-06-15,
03598,03598,UPS,Delivered,2024-03-02,
03599,03599,FedEx,Delivered,2025-01-08,
03600,03600,USPS,in-transit,2024-04-30,
03601,03601,FedEx,in-transit,2024-07-01,
03602,03602,UPS,in-transit,2024-05-30,
03603,03603,DHL,out-for-delivery,2024-03-05,
03604,03604,Purolator,Delivered,2024-08-29,
03605,03605,USPS,Delivered,2024-06-26,
03606,03606,DHL,Delivered,2025-01-04,
03607,03607,UPS,out-for-delivery,2024-08-19,
03608,03608,UPS,out-for-delivery,2024-11-05,
03609,03609,USPS,out-for-delivery,2025-01-17,
03610,03610,UPS,out-for-delivery,2024-11-01,
03611,03611,FedEx,Delivered,2024-11-12,
03612,03612,FedEx,Delivered,2025-01-12,
03613,03613,Canada Post,out-for-delivery,2024-12-11,
03614,03614,Purolator,Delivered,2025-01-23,
03615,03615,UPS,out-for-delivery,2024-01-14,
03616,03616,DHL,Delivered,2024-02-07,
03617,03617,Purolator,in-transit,2025-01-04,
03618,03618,UPS,Delivered,2024-08-12,
03619,03619,UPS,Delivered,2024-10-11,
03620,03620,FedEx,Delivered,2024-07-20,
03621,03621,Canada Post,Delivered,2024-02-12,
03622,03622,Purolator,out-for-delivery,2024-11-06,
03623,03623,UPS,Returned,,2024-05-07
03624,03624,USPS,Delivered,2024-02-29,
03625,03625,DHL,in-transit,2024-04-26,
03626,03626,Purolator,Delivered,2024-09-14,
03627,03627,Canada Post,out-for-delivery,2024-01-25,
03628,03628,Purolator,out-for-delivery,2024-04-28,
03629,03629,Purolator,out-for-delivery,2024-06-02,
03630,03630,DHL,Delivered,2024-06-13,
03631,03631,USPS,out-for-delivery,2025-01-05,
03632,03632,UPS,Delivered,2024-05-08,
03633,03633,FedEx,out-for-delivery,2024-06-22,
03634,03634,UPS,in-transit,2024-03-05,
03635,03635,USPS,in-transit,2024-11-03,
03636,03636,UPS,out-for-delivery,2024-02-12,
03637,03637,UPS,in-transit,2024-12-02,
03638,03638,Purolator,out-for-delivery,2024-02-23,
03639,03639,Canada Post,out-for-delivery,2024-10-10,
03640,03640,DHL,out-for-delivery,2024-03-22,
03641,03641,FedEx,out-for-delivery,2024-06-04,
03642,03642,FedEx,Delivered,2024-12-02,
03643,03643,UPS,Delivered,2025-01-13,
03644,03644,USPS,Delivered,2024-01-17,
03645,03645,UPS,in-transit,2024-09-19,
03646,03646,UPS,out-for-delivery,2025-01-04,
03647,03647,Purolator,Delivered,2024-03-25,
03648,03648,Canada Post,Delivered,2024-12-14,
03649,03649,FedEx,Delivered,2024-11-08,
03650,03650,Canada Post,Delivered,2024-10-21,
03651,03651,USPS,out-for-delivery,2024-10-05,
03652,03652,UPS,Delivered,2024-03-04,
03653,03653,Canada Post,Returned,,2025-01-19
03654,03654,USPS,Delivered,2024-11-21,
03655,03655,Purolator,Delivered,2024-08-31,
03656,03656,UPS,Returned,,2024-10-19
03657,03657,DHL,Delivered,2024-04-26,
03658,03658,USPS,Delivered,2024-12-16,
03659,03659,FedEx,in-transit,2024-03-21,
03660,03660,Canada Post,Delivered,2024-04-20,
03661,03661,Purolator,in-transit,2024-07-10,
03662,03662,USPS,out-for-delivery,2024-02-16,
03663,03663,DHL,in-transit,2024-04-02,
03664,03664,DHL,Delivered,2024-08-31,
03665,03665,Purolator,Delivered,2024-07-18,
03666,03666,UPS,Delivered,2024-11-20,
03667,03667,UPS,Delivered,2024-11-24,
03668,03668,UPS,Delivered,2024-08-26,
03669,03669,UPS,Delivered,2024-07-09,
03670,03670,DHL,Returned,,2024-03-19
03671,03671,UPS,out-for-delivery,2024-09-13,
03672,03672,DHL,Delivered,2024-06-18,
03673,03673,DHL,Delivered,2024-08-10,
03674,03674,USPS,in-transit,2024-02-24,
03675,03675,Canada Post,out-for-delivery,2024-07-07,
03676,03676,Purolator,Delivered,2024-08-17,
03677,03677,FedEx,Delivered,2024-05-13,
03678,03678,FedEx,in-transit,2024-11-02,
03679,03679,USPS,in-transit,2024-01-15,
03680,03680,UPS,in-transit,2024-04-20,
03681,03681,FedEx,out-for-delivery,2024-10-20,
03682,03682,Purolator,out-for-delivery,2024-04-22,
03683,03683,Canada Post,Returned,,2025-01-10
03684,03684,Canada Post,out-for-delivery,2024-08-05,
03685,03685,UPS,out-for-delivery,2025-01-09,
03686,03686,FedEx,Delivered,2024-03-06,
03687,03687,USPS,out-for-delivery,2024-06-26,
03688,03688,DHL,Delivered,2024-11-09,
03689,03689,DHL,out-for-delivery,2024-05-11,
03690,03690,USPS,Delivered,2024-07-11,
03691,03691,Purolator,Delivered,2024-01-24,
03692,03692,FedEx,out-for-delivery,2024-10-09,
03693,03693,FedEx,out-for-delivery,2024-01-27,
03694,03694,Canada Post,in-transit,2024-10-23,
03695,03695,UPS,Delivered,2024-09-23,
03696,03696,Canada Post,Delivered,2024-06-11,
03697,03697,Purolator,out-for-delivery,2024-12-10,
03698,03698,USPS,out-for-delivery,2024-12-06,
03699,03699,UPS,Returned,,2024-06-08
03700,03700,USPS,Delivered,2025-01-25,
03701,03701,Canada Post,in-transit,2024-08-17,
03702,03702,USPS,in-transit,2024-06-24,
03703,03703,FedEx,in-transit,2024-09-28,
03704,03704,USPS,Delivered,2024-09-04,
03705,03705,UPS,in-transit,2024-12-10,
03706,03706,USPS,out-for-delivery,2024-12-29,
03707,03707,FedEx,out-for-delivery,2024-12-15,
03708,03708,FedEx,in-transit,2025-01-08,
03709,03709,FedEx,out-for-delivery,2024-03-30,
03710,03710,DHL,in-transit,2024-03-04,
03711,03711,Purolator,Delivered,2024-02-25,
03712,03712,UPS,Delivered,2024-04-04,
03713,03713,UPS,in-transit,2024-03-30,
03714,03714,UPS,out-for-delivery,2024-11-14,
03715,03715,Purolator,in-transit,2024-05-29,
03716,03716,FedEx,in-transit,2024-10-28,
03717,03717,UPS,in-transit,2024-10-01,
03718,03718,Purolator,in-transit,2024-05-19,
03719,03719,FedEx,in-transit,2025-01-14,
03720,03720,FedEx,Delivered,2024-07-31,
03721,03721,USPS,out-for-delivery,2024-09-20,
03722,03722,USPS,Delivered,2024-07-18,
03723,03723,DHL,in-transit,2024-08-30,
03724,03724,Canada Post,Delivered,2024-04-06,
03725,03725,USPS,in-transit,2024-07-11,
03726,03726,Purolator,Delivered,2024-10-26,
03727,03727,DHL,out-for-delivery,2024-12-31,
03728,03728,DHL,Delivered,2025-01-18,
03729,03729,Purolator,Delivered,2024-05-06,
03730,03730,FedEx,in-transit,2024-02-21,
03731,03731,Canada Post,Delivered,2025-01-05,
03732,03732,Canada Post,in-transit,2024-04-28,
03733,03733,Canada Post,in-transit,2024-07-04,
03734,03734,DHL,Delivered,2024-05-11,
03735,03735,Canada Post,in-transit,2024-09-16,
03736,03736,USPS,Delivered,2024-04-06,
03737,03737,FedEx,out-for-delivery,2024-07-23,
03738,03738,Purolator,Delivered,2024-01-25,
03739,03739,Canada Post,in-transit,2024-08-04,
03740,03740,DHL,Delivered,2024-07-20,
03741,03741,Purolator,out-for-delivery,2024-11-24,
03742,03742,FedEx,Delivered,2024-10-21,
03743,03743,UPS,out-for-delivery,2024-10-12,
03744,03744,Purolator,in-transit,2024-10-24,
03745,03745,FedEx,out-for-delivery,2024-11-08,
03746,03746,USPS,Delivered,2024-06-29,
03747,03747,Canada Post,out-for-delivery,2024-02-15,
03748,03748,USPS,Delivered,2024-02-19,
03749,03749,USPS,out-for-delivery,2024-12-01,
03750,03750,FedEx,out-for-delivery,2024-04-18,
03751,03751,Purolator,out-for-delivery,2024-07-20,
03752,03752,USPS,Delivered,2024-06-10,
03753,03753,FedEx,in-transit,2024-10-09,
03754,03754,Purolator,in-transit,2024-05-06,
03755,03755,UPS,in-transit,2024-02-15,
03756,03756,DHL,in-transit,2024-03-02,
03757,03757,Canada Post,in-transit,2024-03-16,
03758,03758,FedEx,out-for-delivery,2024-03-07,
03759,03759,USPS,Delivered,2024-01-07,
03760,03760,Canada Post,Delivered,2024-04-14,
03761,03761,USPS,in-transit,2024-10-04,
03762,03762,USPS,Delivered,2024-04-04,
03763,03763,Purolator,out-for-delivery,2024-01-18,
03764,03764,USPS,Delivered,2024-09-10,
03765,03765,Purolator,Delivered,2024-06-20,
03766,03766,DHL,Delivered,2024-11-18,
03767,03767,USPS,out-for-delivery,2024-05-23,
03768,03768,UPS,Delivered,2024-11-30,
03769,03769,Purolator,in-transit,2024-09-10,
03770,03770,Purolator,out-for-delivery,2024-04-04,
03771,03771,FedEx,out-for-delivery,2024-01-10,
03772,03772,USPS,out-for-delivery,2025-01-23,
03773,03773,FedEx,Delivered,2024-09-12,
03774,03774,FedEx,in-transit,2024-02-24,
03775,03775,Purolator,out-for-delivery,2025-01-06,
03776,03776,Purolator,Delivered,2024-03-11,
03777,03777,UPS,Delivered,2024-10-20,
03778,03778,UPS,out-for-delivery,2024-12-07,
03779,03779,USPS,in-transit,2024-02-03,
03780,03780,Canada Post,in-transit,2024-09-30,
03781,03781,FedEx,in-transit,2024-04-08,
03782,03782,USPS,out-for-delivery,2024-08-20,
03783,03783,UPS,in-transit,2024-09-08,
03784,03784,Purolator,in-transit,2024-02-01,
03785,03785,Purolator,Delivered,2024-03-01,
03786,03786,Canada Post,out-for-delivery,2024-01-03,
03787,03787,DHL,Delivered,2024-01-27,
03788,03788,Canada Post,Delivered,2024-07-28,
03789,03789,USPS,Delivered,2024-05-06,
03790,03790,Canada Post,Delivered,2024-08-04,
03791,03791,DHL,out-for-delivery,2024-09-02,
03792,03792,USPS,in-transit,2025-01-12,
03793,03793,FedEx,Delivered,2024-01-29,
03794,03794,UPS,out-for-delivery,2024-07-18,
03795,03795,Canada Post,out-for-delivery,2024-11-22,
03796,03796,FedEx,Delivered,2025-01-04,
03797,03797,USPS,Delivered,2024-05-12,
03798,03798,USPS,out-for-delivery,2024-07-25,
03799,03799,FedEx,Delivered,2024-10-10,
03800,03800,USPS,Delivered,2024-08-02,
03801,03801,FedEx,out-for-delivery,2024-12-30,
03802,03802,FedEx,out-for-delivery,2024-11-21,
03803,03803,DHL,Delivered,2024-10-12,
03804,03804,Purolator,Delivered,2024-10-14,
03805,03805,DHL,Delivered,2024-01-22,
03806,03806,Canada Post,in-transit,2024-08-28,
03807,03807,UPS,out-for-delivery,2024-08-10,
03808,03808,Purolator,out-for-delivery,2024-07-13,
03809,03809,UPS,Delivered,2024-01-17,
03810,03810,UPS,out-for-delivery,2024-10-25,
03811,03811,UPS,out-for-delivery,2024-09-04,
03812,03812,FedEx,Delivered,2024-11-11,
03813,03813,Canada Post,Delivered,2024-09-25,
03814,03814,Canada Post,Returned,,2024-09-30
03815,03815,USPS,Delivered,2024-07-12,
03816,03816,UPS,in-transit,2024-07-30,
03817,03817,UPS,Delivered,2024-02-01,
03818,03818,Purolator,Delivered,2024-03-23,
03819,03819,USPS,out-for-delivery,2024-01-28,
03820,03820,USPS,in-transit,2025-01-23,
03821,03821,DHL,out-for-delivery,2024-07-06,
03822,03822,Canada Post,Delivered,2024-10-13,
03823,03823,DHL,in-transit,2024-10-16,
03824,03824,FedEx,Returned,,2025-01-06
03825,03825,Canada Post,Delivered,2024-04-07,
03826,03826,DHL,Delivered,2024-06-25,
03827,03827,USPS,in-transit,2024-08-30,
03828,03828,FedEx,out-for-delivery,2024-12-18,
03829,03829,Canada Post,Delivered,2024-02-29,
03830,03830,Canada Post,out-for-delivery,2024-08-14,
03831,03831,Purolator,Returned,,2024-11-01
03832,03832,UPS,Delivered,2024-05-24,
03833,03833,USPS,out-for-delivery,2024-05-08,
03834,03834,Purolator,Delivered,2024-02-14,
03835,03835,Purolator,Returned,,2024-07-03
03836,03836,USPS,Delivered,2024-01-22,
03837,03837,Canada Post,Delivered,2024-05-22,
03838,03838,USPS,out-for-delivery,2024-02-01,
03839,03839,FedEx,out-for-delivery,2024-08-01,
03840,03840,Canada Post,in-transit,2024-04-09,
03841,03841,UPS,in-transit,2024-06-23,
03842,03842,Purolator,in-transit,2024-03-20,
03843,03843,Purolator,Delivered,2024-11-14,
03844,03844,DHL,Delivered,2024-07-21,
03845,03845,UPS,Delivered,2024-06-11,
03846,03846,UPS,Delivered,2024-07-25,
03847,03847,FedEx,Delivered,2024-08-16,
03848,03848,Purolator,in-transit,2024-01-19,
03849,03849,USPS,Delivered,2024-11-15,
03850,03850,Canada Post,Delivered,2024-07-08,
03851,03851,Canada Post,Returned,,2024-12-17
03852,03852,DHL,Delivered,2024-09-13,
03853,03853,UPS,in-transit,2024-04-17,
03854,03854,Canada Post,out-for-delivery,2024-07-13,
03855,03855,UPS,Delivered,2024-10-06,
03856,03856,DHL,Delivered,2024-05-09,
03857,03857,Purolator,Delivered,2024-12-14,
03858,03858,Purolator,Delivered,2024-05-27,
03859,03859,UPS,Delivered,2024-12-24,
03860,03860,DHL,Returned,,2024-04-26
03861,03861,Canada Post,out-for-delivery,2024-01-15,
03862,03862,FedEx,Delivered,2024-07-05,
03863,03863,Canada Post,out-for-delivery,2024-05-19,
03864,03864,UPS,out-for-delivery,2024-11-16,
03865,03865,DHL,out-for-delivery,2025-01-02,
03866,03866,USPS,Delivered,2024-09-10,
03867,03867,Canada Post,out-for-delivery,2024-02-16,
03868,03868,UPS,Delivered,2024-12-18,
03869,03869,Canada Post,in-transit,2024-11-14,
03870,03870,Purolator,Delivered,2024-05-20,
03871,03871,UPS,out-for-delivery,2024-11-05,
03872,03872,Purolator,out-for-delivery,2024-06-18,
03873,03873,DHL,in-transit,2024-05-07,
03874,03874,Purolator,in-transit,2024-12-16,
03875,03875,USPS,Delivered,2024-01-25,
03876,03876,Purolator,in-transit,2024-03-12,
03877,03877,FedEx,Delivered,2024-12-08,
03878,03878,USPS,in-transit,2024-09-09,
03879,03879,USPS,out-for-delivery,2024-11-27,
03880,03880,DHL,Delivered,2024-03-15,
03881,03881,Purolator,in-transit,2024-03-19,
03882,03882,UPS,in-transit,2024-05-22,
03883,03883,USPS,out-for-delivery,2024-11-24,
03884,03884,UPS,Delivered,2024-01-23,
03885,03885,DHL,out-for-delivery,2024-07-02,
03886,03886,USPS,Delivered,2024-07-19,
03887,03887,Purolator,in-transit,2024-04-11,
03888,03888,DHL,out-for-delivery,2024-01-22,
03889,03889,Purolator,Delivered,2024-03-29,
03890,03890,Purolator,in-transit,2024-12-10,
03891,03891,USPS,Delivered,2024-11-03,
03892,03892,Purolator,Delivered,2024-01-13,
03893,03893,Purolator,Delivered,2024-03-01,
03894,03894,FedEx,Delivered,2025-01-02,
03895,03895,Canada Post,Delivered,2024-01-09,
03896,03896,USPS,out-for-delivery,2024-06-12,
03897,03897,USPS,Delivered,2024-09-26,
03898,03898,UPS,out-for-delivery,2024-12-27,
03899,03899,Canada Post,Delivered,2024-02-21,
03900,03900,USPS,in-transit,2024-06-02,
03901,03901,UPS,Delivered,2024-04-29,
03902,03902,DHL,in-transit,2024-01-24,
03903,03903,DHL,in-transit,2024-05-15,
03904,03904,Canada Post,out-for-delivery,2024-11-30,
03905,03905,USPS,in-transit,2024-03-29,
03906,03906,UPS,Delivered,2024-05-09,
03907,03907,Canada Post,Delivered,2024-06-17,
03908,03908,Purolator,Delivered,2024-08-11,
03909,03909,FedEx,Delivered,2024-03-26,
03910,03910,Purolator,in-transit,2024-08-25,
03911,03911,DHL,Delivered,2024-12-17,
03912,03912,Canada Post,in-transit,2024-07-30,
03913,03913,USPS,Delivered,2024-07-24,
03914,03914,Purolator,out-for-delivery,2025-01-22,
03915,03915,FedEx,in-transit,2024-10-14,
03916,03916,Canada Post,in-transit,2024-02-21,
03917,03917,USPS,Returned,,2024-03-21
03918,03918,Purolator,out-for-delivery,2024-10-29,
03919,03919,Purolator,Delivered,2024-10-24,
03920,03920,Canada Post,Delivered,2024-12-07,
03921,03921,USPS,Delivered,2024-10-18,
03922,03922,Purolator,in-transit,2024-10-10,
03923,03923,FedEx,Delivered,2024-08-23,
03924,03924,DHL,out-for-delivery,2024-05-03,
03925,03925,Canada Post,Delivered,2024-05-14,
03926,03926,DHL,in-transit,2024-05-28,
03927,03927,Purolator,Delivered,2024-09-30,
03928,03928,Canada Post,out-for-delivery,2024-07-15,
03929,03929,UPS,out-for-delivery,2024-05-05,
03930,03930,USPS,out-for-delivery,2024-11-12,
03931,03931,UPS,in-transit,2024-02-18,
03932,03932,DHL,out-for-delivery,2024-12-04,
