inventory_id,product_id,stock_remaining,warehouse_id,restock_date
01206,020,12,W041,2025-01-29
01207,007,313,W018,
01208,015,215,W023,
01209,023,46,W024,2025-02-03
01210,004,357,W040,
01211,024,485,W032,
01212,001,117,W001,
01213,021,118,W047,
01214,006,134,W014,
01215,005,75,W026,
01216,017,110,W029,
01217,024,98,W032,
01218,026,313,W042,
01219,018,135,W032,
01220,023,64,W001,
01221,017,23,W005,2025-01-27
01222,007,42,W046,2025-01-28
01223,012,434,W005,
01224,008,8,W013,2025-01-25
01225,010,80,W007,
01226,018,189,W035,
01227,014,270,W030,
01228,017,367,W026,
01229,021,283,W040,
01230,003,359,W037,
01231,003,429,W004,
01232,020,330,W026,
01233,012,224,W020,
01234,026,458,W001,
01235,001,355,W003,
01236,015,38,W015,2025-02-17
01237,017,476,W041,
01238,017,277,W012,
01239,009,409,W020,
01240,014,129,W032,
01241,013,422,W018,
01242,016,297,W025,
01243,018,301,W009,
01244,015,35,W035,2025-02-06
01245,013,209,W020,
01246,005,312,W003,
01247,018,130,W032,
01248,014,448,W004,
01249,002,21,W028,2025-01-29
01250,006,482,W044,
01251,011,262,W004,
01252,019,218,W033,
01253,008,349,W020,
01254,016,454,W029,
01255,023,81,W045,
01256,003,224,W042,
01257,002,139,W016,
01258,003,358,W019,
01259,010,450,W041,
01260,001,291,W020,
01261,019,280,W013,
01262,008,329,W020,
01263,016,398,W035,
01264,005,498,W047,
01265,002,245,W029,
01266,025,329,W020,
01267,011,0,W010,2025-01-28
01268,025,402,W013,
01269,001,455,W033,
01270,016,324,W015,
01271,008,398,W013,
01272,003,208,W011,
01273,019,465,W013,
01274,010,384,W023,
01275,020,156,W022,
01276,008,161,W017,
01277,009,461,W005,
01278,010,49,W027,2025-02-08
01279,012,456,W008,
01280,006,295,W028,
01281,009,63,W041,
01282,019,158,W040,
01283,011,297,W047,
01284,008,23,W043,2025-01-25
01285,011,338,W032,
01286,007,4,W025,2025-01-22
01287,009,115,W034,
01288,023,237,W003,
01289,016,387,W039,
01290,015,436,W050,
01291,004,165,W027,
01292,005,107,W048,
01293,005,1,W015,2025-02-13
01294,012,55,W007,
01295,010,387,W042,
01296,008,415,W009,
01297,013,421,W018,
01298,025,237,W007,
01299,012,269,W027,
01300,010,39,W016,2025-01-29
01301,005,61,W042,
01302,008,106,W043,
01303,004,264,W001,
01304,012,391,W009,
01305,009,253,W011,
01306,010,392,W006,
01307,023,148,W036,
01308,026,125,W005,
01309,021,376,W038,
01310,023,473,W040,
01311,016,342,W027,
01312,015,220,W019,
01313,008,419,W048,
01314,024,493,W016,
01315,020,410,W019,
01316,025,315,W040,
01317,020,378,W037,
01318,021,288,W024,
01319,015,264,W001,
01320,014,210,W014,
01321,013,296,W017,
01322,017,466,W016,
01323,012,430,W013,
01324,019,416,W020,
01325,007,489,W004,
01326,025,63,W038,
01327,020,279,W026,
01328,014,154,W024,
01329,004,175,W012,
01330,018,425,W046,
01331,010,246,W021,
01332,001,424,W012,
01333,020,385,W022,
01334,014,395,W031,
01335,003,305,W019,
01336,013,56,W017,
01337,002,33,W016,2025-01-26
01338,018,263,W026,
01339,024,197,W046,
01340,002,467,W004,
01341,019,360,W014,
01342,002,29,W031,2025-02-08
01343,008,139,W049,
01344,014,376,W026,
01345,024,282,W031,
01346,006,227,W032,
01347,020,428,W049,
01348,026,21,W043,2025-02-15
01349,016,472,W037,
01350,017,11,W028,2025-02-11
01351,010,193,W032,
01352,013,138,W006,
01353,001,394,W027,
01354,024,229,W017,
01355,014,125,W015,
01356,026,445,W024,
01357,006,455,W003,
01358,012,291,W035,
01359,020,323,W018,
01360,020,498,W019,
01361,004,106,W036,
01362,021,100,W015,
01363,004,12,W021,2025-02-02
01364,023,266,W005,
01365,026,108,W039,
01366,013,13,W045,2025-01-26
01367,003,240,W022,
01368,014,108,W040,
01369,019,11,W049,2025-02-16
01370,008,33,W017,2025-01-24
01371,009,197,W003,
01372,006,100,W042,
01373,016,405,W019,
01374,008,25,W041,2025-01-25
01375,006,81,W027,
01376,022,323,W010,
01377,022,232,W035,
01378,007,363,W015,
01379,026,26,W032,2025-02-11
01380,017,175,W041,
01381,021,240,W034,
01382,003,31,W009,2025-02-08
01383,018,137,W043,
01384,021,393,W045,
01385,004,277,W047,
01386,017,493,W002,
01387,002,87,W026,
01388,021,397,W035,
01389,020,74,W013,
01390,026,418,W033,
01391,009,149,W020,
01392,014,105,W030,
01393,016,371,W041,
01394,016,231,W007,
01395,007,84,W027,
01396,017,79,W020,
01397,011,421,W040,
01398,022,423,W023,
01399,017,238,W016,
01400,006,222,W034,
01401,002,272,W004,
01402,015,163,W043,
01403,010,406,W017,
01404,010,45,W044,2025-02-06
01405,002,260,W017,
01406,020,498,W009,
01407,001,273,W041,
01408,010,259,W049,
01409,008,46,W028,2025-01-28
01410,018,107,W037,
01411,008,99,W031,
01412,018,256,W045,
01413,005,103,W045,
01414,008,55,W017,
01415,009,34,W010,2025-02-03
01416,003,323,W034,
01417,012,222,W009,
01418,019,53,W018,
01419,001,198,W001,
01420,001,8,W037,2025-02-12
01421,017,499,W036,
01422,007,21,W033,2025-02-05
01423,022,135,W035,
01424,016,127,W013,
01425,024,112,W012,
01426,001,78,W044,
01427,018,36,W027,2025-01-20
01428,023,413,W022,
01429,001,377,W022,
01430,025,484,W006,
01431,012,249,W044,
01432,016,147,W019,
01433,012,468,W002,
01434,020,197,W016,
01435,012,123,W026,
01436,001,284,W002,
01437,010,218,W049,
01438,022,178,W008,
01439,017,89,W019,
01440,002,96,W041,
01441,021,306,W032,
01442,020,58,W003,
01443,026,331,W013,
01444,008,293,W032,
01445,023,367,W015,
01446,018,79,W037,
01447,010,146,W012,
01448,018,330,W027,
01449,001,381,W042,
01450,016,160,W013,
01451,010,93,W044,
01452,017,359,W013,
01453,017,337,W034,
01454,007,433,W028,
01455,007,353,W001,
01456,016,452,W013,
01457,007,58,W025,
01458,006,97,W047,
01459,016,94,W019,
01460,002,8,W041,2025-02-17
01461,001,257,W045,
01462,017,323,W011,
01463,010,359,W042,
01464,015,401,W032,
01465,004,10,W017,2025-01-26
01466,006,185,W007,
01467,004,108,W033,
01468,010,363,W046,
01469,018,161,W031,
01470,005,176,W026,
01471,023,407,W047,
01472,008,21,W028,2025-02-14
01473,022,426,W016,
01474,002,4,W011,2025-02-03
01475,017,70,W033,
01476,001,370,W008,
01477,001,118,W005,
01478,001,461,W028,
01479,001,56,W017,
01480,018,94,W034,
01481,026,395,W030,
01482,023,78,W016,
01483,024,486,W036,
01484,026,34,W001,2025-02-06
01485,003,19,W035,2025-01-30
01486,003,167,W007,
01487,017,231,W029,
01488,024,238,W047,
01489,013,123,W022,
01490,006,154,W049,
01491,003,102,W049,
01492,011,277,W014,
01493,002,15,W037,2025-02-05
01494,013,287,W037,
01495,013,9,W028,2025-02-15
01496,013,20,W024,2025-01-30
01497,017,409,W023,
01498,003,218,W012,
01499,013,159,W030,
01500,005,67,W047,
01501,001,187,W022,
01502,014,410,W015,
01503,002,136,W032,
01504,006,270,W039,
01505,005,490,W012,
01506,003,135,W050,
01507,019,207,W002,
01508,026,15,W026,2025-02-02
01509,010,183,W001,
01510,014,397,W042,
01511,026,389,W012,
01512,002,22,W047,2025-02-07
01513,007,224,W025,
01514,002,410,W044,
01515,008,30,W015,2025-02-10
01516,017,435,W015,
01517,002,173,W038,
01518,012,22,W006,2025-02-11
01519,017,404,W024,
01520,021,280,W021,
01521,023,474,W013,
01522,008,211,W040,
01523,004,75,W043,
01524,014,348,W046,
01525,012,273,W005,
01526,018,305,W037,
01527,008,0,W017,2025-02-13
01528,015,176,W038,
01529,002,428,W007,
01530,018,180,W034,
01531,005,476,W047,
01532,025,261,W035,
01533,018,76,W037,
01534,017,338,W014,
01535,009,228,W019,
01536,006,215,W048,
01537,010,198,W023,
01538,010,423,W044,
01539,010,224,W002,
01540,010,28,W046,2025-02-04
01541,010,141,W015,
01542,009,123,W004,
01543,006,109,W032,
01544,012,499,W008,
01545,001,92,W009,
01546,013,74,W039,
01547,002,23,W008,2025-02-14
01548,010,177,W005,
01549,002,221,W049,
01550,017,45,W046,2025-02-02
01551,004,417,W010,
01552,021,216,W015,
01553,021,22,W009,2025-02-03
01554,021,149,W012,
01555,021,221,W019,
01556,010,386,W038,
01557,009,157,W004,
01558,010,414,W001,
01559,019,177,W015,
01560,025,465,W035,
01561,004,177,W002,
01562,024,383,W023,
01563,003,326,W040,
01564,006,467,W008,
01565,002,224,W027,
01566,010,4,W025,2025-02-16
01567,017,455,W035,
01568,006,421,W033,
01569,019,213,W014,
01570,017,66,W045,
01571,025,84,W041,
01572,008,354,W022,
01573,001,358,W013,
01574,015,114,W013,
01575,011,304,W032,
01576,001,378,W012,
01577,020,89,W047,
01578,008,132,W032,
01579,023,157,W037,
01580,026,315,W030,
01581,006,99,W042,
01582,022,231,W015,
01583,001,113,W032,
01584,007,473,W039,
01585,013,303,W001,
01586,011,296,W021,
01587,019,34,W031,2025-02-05
01588,009,232,W011,
01589,022,372,W037,
01590,013,152,W003,
01591,016,239,W041,
01592,004,170,W001,
01593,022,330,W032,
01594,013,17,W047,2025-01-23
01595,002,423,W030,
01596,019,56,W043,
01597,010,318,W031,
01598,021,186,W018,
01599,016,343,W046,
01600,022,180,W019,
01601,010,370,W023,
01602,007,381,W049,
01603,008,360,W040,
01604,016,19,W019,2025-02-09
01605,014,152,W013,
01606,009,68,W037,
01607,023,65,W042,
01608,005,284,W032,
01609,026,324,W029,
01610,003,280,W035,
01611,020,247,W040,
01612,014,7,W041,2025-02-15
01613,025,68,W017,
01614,025,143,W030,
01615,015,229,W008,
01616,001,208,W003,
01617,016,12,W012,2025-01-29
01618,011,435,W034,
01619,021,225,W040,
01620,005,309,W017,
01621,018,294,W006,
01622,024,227,W043,
01623,005,9,W008,2025-02-17
01624,023,361,W045,
01625,012,178,W028,
01626,006,493,W006,
01627,011,67,W007,
01628,006,410,W045,
01629,016,208,W038,
01630,005,397,W043,
01631,012,405,W050,
01632,003,156,W049,
01633,006,223,W024,
01634,017,3,W048,2025-02-02
01635,023,211,W019,
01636,016,28,W045,2025-01-24
01637,007,404,W018,
01638,024,456,W007,
01639,008,333,W028,
01640,016,494,W028,
01641,005,206,W001,
01642,013,201,W030,
01643,019,126,W009,
01644,005,125,W028,
01645,005,83,W003,
01646,002,194,W037,
01647,022,495,W040,
01648,011,378,W048,
01649,025,333,W018,
01650,006,248,W005,
01651,014,331,W027,
01652,003,86,W026,
01653,012,339,W046,
01654,016,394,W043,
01655,018,85,W030,
01656,019,296,W031,
01657,014,220,W009,
01658,018,431,W015,
01659,007,326,W012,
01660,025,56,W036,
01661,005,262,W010,
01662,006,377,W028,
01663,006,47,W034,2025-02-04
01664,002,371,W034,
01665,025,107,W037,
01666,008,345,W038,
01667,005,186,W043,
01668,001,497,W050,
01669,003,424,W002,
01670,004,14,W008,2025-01-26
01671,011,134,W010,
01672,024,245,W017,
01673,014,89,W040,
01674,001,283,W037,
01675,021,309,W008,
01676,017,320,W046,
01677,013,167,W029,
01678,018,89,W016,
01679,011,365,W026,
01680,024,102,W033,
01681,020,372,W046,
01682,018,274,W050,
01683,010,94,W005,
01684,002,468,W016,
01685,016,311,W003,
01686,022,367,W025,
01687,011,331,W023,
01688,005,378,W040,
01689,024,157,W021,
01690,014,149,W050,
01691,007,193,W005,
01692,014,116,W005,
01693,024,220,W029,
01694,005,41,W003,2025-02-05
01695,014,57,W011,
01696,010,394,W010,
01697,018,14,W015,2025-02-14
01698,004,134,W010,
01699,003,118,W050,
01700,006,300,W037,
01701,010,221,W008,
01702,019,321,W006,
01703,025,359,W004,
01704,016,259,W035,
01705,025,68,W022,
01706,019,203,W009,
01707,025,498,W044,
01708,020,419,W023,
01709,012,42,W026,2025-01-23
01710,022,181,W035,
01711,006,264,W005,
01712,002,303,W014,
01713,016,268,W045,
01714,015,301,W050,
01715,004,20,W029,2025-01-31
01716,014,355,W045,
01717,016,308,W025,
01718,004,284,W045,
01719,011,271,W002,
01720,001,19,W022,2025-02-06
01721,024,273,W016,
01722,017,447,W019,
01723,015,479,W008,
01724,003,410,W046,
01725,012,209,W050,
01726,002,70,W048,
01727,026,422,W044,
01728,003,329,W009,
01729,022,227,W028,
01730,004,478,W042,
01731,011,126,W003,
01732,021,72,W006,
01733,003,231,W003,
01734,012,382,W001,
01735,004,432,W039,
01736,003,67,W021,
01737,011,181,W002,
01738,009,289,W008,
01739,007,103,W046,
01740,002,357,W002,
01741,014,78,W013,
01742,007,153,W018,
01743,009,372,W033,
01744,011,28,W024,2025-02-12
01745,001,264,W045,
01746,022,237,W037,
01747,018,356,W045,
01748,020,268,W046,
01749,021,407,W047,
01750,015,33,W043,2025-01-27
01751,012,153,W042,
01752,012,228,W011,
01753,022,265,W024,
01754,009,227,W001,
01755,024,162,W047,
01756,021,77,W050,
01757,001,283,W015,
01758,007,134,W019,
01759,023,178,W050,
01760,002,427,W041,
01761,017,136,W029,
01762,026,494,W010,
01763,022,401,W039,
01764,021,40,W015,2025-02-15
01765,022,53,W023,
01766,008,477,W033,
01767,021,285,W013,
01768,025,221,W041,
01769,006,142,W045,
01770,018,243,W041,
01771,025,44,W018,2025-02-10
01772,017,78,W033,
01773,008,329,W029,
01774,011,298,W019,
01775,011,116,W050,
01776,020,72,W035,
01777,006,324,W046,
01778,010,60,W020,
01779,020,173,W001,
01780,005,244,W006,
01781,023,350,W014,
01782,006,288,W031,
01783,006,431,W029,
01784,018,45,W012,2025-02-11
01785,019,404,W047,
01786,008,202,W022,
01787,026,228,W042,
01788,015,440,W019,
01789,008,305,W006,
01790,019,11,W015,2025-01-21
01791,007,411,W033,
01792,007,153,W040,
01793,021,322,W022,
01794,020,283,W003,
01795,008,315,W007,
01796,021,448,W031,
01797,009,288,W001,
01798,017,173,W037,
01799,006,392,W020,
01800,017,234,W013,
01801,014,198,W041,
01802,018,173,W030,
01803,010,406,W013,
01804,021,447,W038,
01805,022,129,W033,
01806,006,85,W050,
01807,025,260,W026,
01808,011,325,W009,
01809,021,296,W011,
01810,013,500,W006,
01811,023,167,W027,
01812,002,125,W018,
01813,016,184,W018,
01814,024,113,W038,
01815,026,51,W005,
01816,002,257,W006,
01817,011,158,W016,
01818,023,460,W007,
01819,007,141,W008,
01820,021,137,W011,
01821,018,259,W040,
01822,018,19,W045,2025-01-20
01823,020,75,W049,
01824,011,426,W043,
01825,020,309,W003,
01826,024,481,W013,
01827,011,485,W006,
01828,019,0,W029,2025-02-03
01829,026,107,W040,
01830,015,116,W003,
01831,025,11,W038,2025-02-12
01832,002,293,W035,
01833,008,430,W037,
01834,022,46,W050,2025-01-23
01835,009,39,W035,2025-01-28
01836,002,431,W046,
01837,025,4,W019,2025-02-01
01838,006,59,W046,
01839,003,210,W002,
01840,016,439,W006,
01841,001,177,W031,
01842,003,205,W027,
01843,004,84,W004,
01844,014,480,W043,
01845,014,313,W021,
01846,012,430,W046,
01847,008,41,W049,2025-01-26
01848,002,190,W025,
01849,008,27,W013,2025-02-04
01850,024,443,W043,
01851,006,287,W035,
01852,019,338,W026,
01853,004,83,W039,
01854,023,188,W043,
01855,011,304,W027,
01856,022,89,W044,
01857,021,257,W044,
01858,001,101,W011,
01859,017,221,W011,
01860,004,390,W029,
01861,020,467,W007,
01862,009,361,W011,
01863,017,412,W037,
01864,021,442,W024,
01865,002,276,W011,
01866,026,287,W048,
01867,014,171,W046,
01868,008,84,W004,
01869,013,235,W040,
01870,003,121,W025,
01871,001,56,W006,
01872,007,178,W037,
01873,018,178,W035,
01874,019,410,W019,
01875,017,281,W035,
01876,023,44,W044,2025-01-29
01877,007,228,W030,
01878,021,176,W031,
01879,024,200,W024,
01880,022,288,W025,
01881,018,417,W017,
01882,015,465,W015,
01883,019,366,W043,
01884,015,318,W037,
01885,023,482,W022,
01886,025,270,W013,
01887,001,172,W049,
01888,004,408,W004,
01889,002,184,W025,
01890,022,150,W032,
01891,006,242,W036,
01892,013,149,W013,
01893,012,141,W048,
01894,017,467,W006,
01895,001,492,W031,
01896,023,50,W005,
01897,014,338,W041,
01898,004,495,W021,
01899,002,395,W024,
01900,007,33,W015,2025-02-06
01901,004,439,W044,
01902,009,22,W012,2025-02-10
01903,005,476,W012,
01904,021,353,W012,
01905,016,398,W011,
01906,013,38,W025,2025-01-28
01907,020,307,W013,
01908,014,110,W048,
01909,023,68,W034,
01910,024,154,W046,
01911,017,391,W039,
01912,025,326,W011,
01913,018,147,W027,
01914,008,379,W005,
01915,024,489,W041,
01916,010,488,W012,
01917,004,3,W015,2025-02-05
01918,013,361,W032,
01919,015,213,W036,
01920,001,94,W011,
01921,004,133,W042,
01922,020,331,W038,
01923,014,154,W007,
01924,008,16,W016,2025-01-26
01925,022,308,W045,
01926,010,184,W015,
01927,023,296,W034,
01928,019,25,W046,2025-02-06
01929,005,327,W034,
01930,011,345,W045,
01931,008,399,W035,
01932,026,333,W032,
01933,012,271,W043,
01934,011,14,W044,2025-02-03
01935,002,245,W048,
01936,020,319,W001,
01937,024,127,W030,
01938,020,24,W035,2025-01-23
01939,003,285,W024,
01940,011,88,W016,
01941,009,231,W011,
01942,006,298,W009,
01943,023,25,W016,2025-02-02
01944,004,164,W042,
01945,015,73,W019,
01946,024,425,W042,
01947,014,208,W045,
01948,023,248,W041,
01949,009,444,W020,
01950,007,419,W031,
01951,005,159,W026,
01952,017,395,W043,
01953,014,234,W024,
01954,023,249,W047,
01955,008,74,W047,
01956,012,457,W030,
01957,025,20,W035,2025-02-09
01958,008,315,W014,
01959,008,213,W029,
01960,016,447,W028,
01961,019,477,W037,
01962,002,25,W016,2025-01-31
01963,026,216,W012,
01964,007,259,W020,
01965,001,199,W009,
01966,017,442,W020,
01967,007,428,W018,
01968,003,364,W009,
01969,021,211,W045,
01970,026,373,W031,
01971,018,355,W005,
01972,004,307,W020,
01973,022,89,W023,
01974,017,391,W021,
01975,009,235,W006,
01976,011,150,W004,
01977,019,172,W036,
01978,010,72,W018,
01979,014,117,W038,
01980,001,411,W031,
01981,020,493,W043,
01982,021,176,W006,
01983,019,64,W031,
01984,002,268,W047,
01985,004,196,W040,
01986,016,358,W049,
01987,005,448,W044,
01988,025,107,W014,
01989,020,87,W003,
01990,024,414,W031,
01991,022,469,W007,
01992,007,471,W040,
01993,021,248,W017,
01994,014,239,W048,
01995,020,403,W030,
01996,020,102,W007,
01997,004,169,W026,
01998,012,137,W013,
01999,006,486,W050,
02000,002,322,W040,
02001,015,118,W011,
02002,014,314,W013,
02003,013,292,W009,
02004,005,497,W040,
02005,012,144,W027,
02006,009,437,W006,
02007,020,458,W031,
02008,013,270,W031,
02009,017,468,W026,
02010,023,179,W006,
02011,005,420,W001,
02012,019,37,W005,2025-01-29
02013,026,109,W038,
02014,025,297,W030,
02015,013,296,W001,
02016,017,194,W015,
02017,023,251,W039,
02018,007,4,W011,2025-02-08
02019,024,412,W026,
02020,017,31,W027,2025-01-29
02021,024,217,W037,
02022,026,16,W003,2025-02-01
02023,025,113,W024,
02024,014,415,W040,
02025,022,391,W007,
02026,002,219,W004,
02027,019,156,W020,
02028,013,58,W016,
02029,005,243,W014,
02030,017,416,W025,
02031,007,346,W002,
02032,016,225,W035,
02033,021,89,W001,
02034,025,495,W038,
02035,003,431,W010,
02036,005,434,W023,
02037,004,185,W027,
02038,004,468,W026,
02039,013,156,W012,
02040,003,172,W002,
02041,020,312,W001,
02042,015,85,W008,
02043,006,204,W030,
02044,026,421,W013,
02045,005,464,W044,
02046,026,476,W017,
02047,009,45,W041,2025-01-22
02048,005,86,W017,
02049,013,336,W016,
02050,010,482,W025,
02051,006,410,W010,
02052,003,245,W044,
02053,025,119,W014,
02054,019,426,W042,
02055,025,274,W032,
02056,012,188,W010,
02057,018,396,W021,
02058,012,173,W009,
02059,024,478,W017,
02060,016,267,W050,
02061,026,447,W010,
02062,024,256,W031,
02063,018,84,W005,
02064,018,178,W035,
02065,008,331,W010,
02066,019,9,W026,2025-01-29
02067,009,89,W032,
02068,014,475,W002,
02069,018,169,W005,
02070,007,263,W044,
02071,004,444,W019,
02072,001,213,W018,
02073,018,447,W017,
02074,010,465,W026,
02075,023,282,W005,
02076,007,316,W049,
02077,019,486,W007,
02078,026,234,W007,
02079,020,268,W008,
02080,021,164,W020,
02081,018,352,W006,
02082,024,196,W031,
02083,010,288,W028,
02084,022,253,W009,
02085,013,57,W048,
02086,023,252,W046,
02087,005,449,W012,
02088,025,77,W028,
02089,024,337,W001,
02090,021,218,W047,
02091,017,467,W020,
02092,014,37,W029,2025-02-11
02093,005,226,W034,
02094,015,153,W018,
02095,014,24,W043,2025-02-13
02096,023,315,W048,
02097,024,165,W020,
02098,021,424,W029,
02099,016,466,W050,
02100,010,1,W041,2025-02-10
02101,005,179,W041,
02102,018,464,W011,
02103,023,406,W030,
02104,017,165,W009,
02105,001,170,W039,
02106,003,159,W009,
02107,007,144,W023,
02108,007,40,W012,2025-02-07
02109,005,132,W048,
02110,014,102,W016,
02111,021,392,W046,
02112,007,24,W007,2025-02-02
02113,009,72,W031,
02114,010,424,W006,
02115,010,210,W050,
02116,019,52,W007,
02117,006,391,W007,
02118,006,136,W006,
02119,026,193,W033,
02120,012,76,W015,
02121,020,96,W014,
02122,017,405,W016,
02123,017,123,W010,
02124,022,199,W038,
02125,015,455,W039,
02126,021,108,W048,
02127,001,324,W031,
02128,022,194,W008,
02129,010,206,W014,
02130,020,153,W036,
02131,023,343,W019,
02132,006,389,W043,
02133,018,167,W025,
02134,016,401,W008,
02135,012,284,W050,
02136,001,460,W002,
02137,005,321,W047,
02138,024,151,W043,
02139,009,75,W050,
02140,005,253,W030,
02141,022,304,W031,
02142,017,220,W043,
02143,010,393,W046,
02144,023,164,W007,
02145,021,479,W037,
02146,019,66,W004,
02147,004,149,W031,
02148,016,268,W006,
02149,014,87,W006,
02150,010,208,W019,
02151,016,43,W049,2025-02-15
02152,020,89,W003,
02153,016,267,W028,
02154,015,350,W038,
02155,026,154,W017,
02156,004,247,W041,
02157,004,249,W021,
02158,008,304,W001,
02159,015,437,W037,
02160,005,184,W046,
02161,007,159,W046,
02162,001,31,W019,2025-02-04
02163,024,245,W005,
02164,018,265,W046,
02165,003,412,W017,
02166,003,234,W010,
02167,014,126,W020,
02168,020,191,W003,
02169,007,298,W025,
02170,012,339,W028,
02171,003,34,W011,2025-02-17
02172,011,376,W043,
02173,012,213,W022,
02174,006,419,W038,
02175,015,435,W046,
02176,003,128,W042,
02177,013,423,W039,
02178,017,320,W019,
02179,016,255,W013,
02180,023,48,W022,2025-02-10
02181,018,474,W013,
02182,011,198,W001,
02183,006,1,W028,2025-02-03
02184,010,101,W033,
02185,009,252,W030,
02186,019,188,W022,
02187,019,32,W029,2025-02-06
02188,001,13,W039,2025-02-16
02189,021,108,W010,
02190,011,151,W030,
02191,010,367,W015,
02192,024,309,W041,
02193,006,430,W021,
02194,023,408,W041,
02195,009,485,W025,
02196,023,17,W027,2025-01-25
02197,016,441,W028,
02198,005,64,W020,
02199,022,22,W045,2025-02-16
02200,020,416,W013,
02201,007,440,W009,
02202,015,22,W028,2025-01-20
02203,019,8,W044,2025-01-28
02204,018,253,W012,
02205,012,102,W008,
02206,026,325,W020,
02207,012,68,W017,
02208,005,408,W014,
02209,015,123,W019,
02210,004,276,W002,
02211,003,337,W010,
02212,025,43,W050,2025-02-01
02213,001,29,W004,2025-02-05
02214,018,395,W047,
02215,025,181,W035,
02216,024,400,W036,
02217,007,187,W001,
02218,022,242,W009,
02219,016,317,W040,
02220,003,412,W042,
02221,015,42,W046,2025-02-11
02222,006,134,W030,
02223,018,78,W011,
02224,018,365,W028,
02225,004,412,W027,
02226,019,417,W001,
02227,020,417,W039,
02228,017,362,W023,
02229,001,320,W001,
02230,014,39,W029,2025-01-25
02231,022,174,W028,
02232,003,88,W008,
02233,011,280,W017,
02234,003,143,W038,
02235,001,424,W001,
02236,012,43,W020,2025-02-06
02237,005,442,W010,
02238,013,83,W047,
02239,016,481,W027,
02240,007,343,W034,
02241,015,285,W002,
02242,025,354,W035,
02243,009,27,W043,2025-02-04
02244,001,176,W048,
02245,017,236,W037,
02246,013,432,W020,
02247,007,385,W036,
02248,007,272,W001,
02249,023,242,W044,
02250,026,100,W028,
02251,017,223,W020,
02252,022,283,W011,
02253,024,452,W003,
02254,020,389,W009,
02255,001,369,W030,
02256,016,449,W016,
02257,018,314,W004,
02258,018,45,W027,2025-02-09
02259,002,2,W008,2025-02-02
02260,018,292,W003,
02261,008,399,W046,
02262,011,15,W016,2025-02-02
02263,021,282,W002,
02264,020,17,W010,2025-01-24
02265,010,297,W012,
02266,026,357,W024,
02267,014,91,W013,
02268,022,163,W011,
02269,008,152,W040,
02270,021,300,W045,
02271,015,451,W039,
02272,005,293,W048,
02273,022,318,W050,
02274,019,373,W030,
02275,009,303,W038,
02276,010,351,W022,
02277,018,401,W050,
02278,001,229,W003,
02279,010,205,W023,
02280,003,24,W043,2025-02-16
02281,018,194,W020,
02282,007,139,W048,
02283,007,359,W035,
02284,024,0,W020,2025-02-15
02285,018,143,W012,
02286,020,25,W027,2025-01-22
02287,008,448,W043,
02288,022,298,W041,
02289,007,25,W037,2025-02-05
02290,008,491,W048,
02291,002,450,W006,
02292,014,158,W046,
02293,010,17,W025,2025-01-26
02294,019,462,W019,
02295,009,377,W037,
02296,025,498,W013,
02297,007,454,W024,
02298,003,177,W027,
02299,014,461,W030,
02300,007,112,W001,
02301,008,283,W026,
02302,015,263,W027,
02303,001,441,W048,
02304,022,189,W012,
02305,026,305,W032,
02306,008,212,W044,
02307,003,58,W017,
02308,018,9,W044,2025-01-28
02309,004,82,W019,
02310,015,161,W043,
02311,021,118,W030,
02312,011,494,W005,
02313,008,303,W003,
02314,006,4,W012,2025-02-07
02315,007,163,W019,
02316,006,349,W024,
02317,005,117,W003,
02318,020,342,W010,
02319,002,336,W045,
02320,003,297,W027,
02321,006,104,W046,
02322,021,435,W012,
02323,023,287,W048,
02324,002,122,W034,
02325,005,270,W043,
02326,002,180,W021,
02327,007,332,W048,
02328,012,245,W036,
02329,011,55,W002,
02330,023,399,W031,
02331,006,295,W048,
02332,018,399,W007,
02333,021,263,W014,
02334,002,12,W003,2025-02-12
02335,021,364,W041,
02336,024,172,W005,
02337,024,392,W011,
02338,001,24,W034,2025-02-14
02339,011,380,W046,
02340,006,108,W026,
02341,003,300,W012,
02342,026,429,W048,
02343,025,257,W011,
02344,020,305,W044,
02345,023,348,W014,
02346,004,208,W020,
02347,004,337,W024,
02348,008,143,W014,
02349,001,298,W019,
02350,015,221,W050,
02351,021,297,W016,
02352,004,68,W034,
02353,006,134,W001,
02354,009,217,W006,
02355,016,5,W020,2025-02-15
02356,013,475,W007,
02357,013,326,W032,
02358,007,104,W041,
02359,016,452,W039,
02360,008,344,W002,
02361,025,303,W005,
02362,013,30,W008,2025-01-24
02363,013,264,W002,
02364,009,187,W009,
02365,022,450,W029,
02366,008,285,W007,
02367,005,397,W015,
02368,024,34,W021,2025-02-06
02369,011,271,W031,
02370,023,300,W042,
02371,016,250,W029,
02372,006,396,W013,
02373,011,30,W033,2025-02-13
02374,011,297,W036,
02375,018,6,W040,2025-01-19
02376,022,149,W026,
02377,024,413,W040,
02378,017,216,W020,
02379,020,121,W042,
02380,019,127,W047,
02381,019,174,W050,
02382,015,120,W011,
02383,001,433,W031,
02384,006,291,W012,
02385,022,279,W038,
02386,015,121,W005,
02387,008,294,W028,
02388,009,134,W011,
02389,005,472,W040,
02390,004,45,W019,2025-01-20
02391,006,308,W016,
02392,020,240,W048,
02393,023,115,W014,
02394,012,206,W030,
02395,021,362,W035,
02396,003,37,W042,2025-02-13
02397,012,330,W008,
02398,009,466,W007,
02399,013,320,W035,
